Kind,Item,Model,Field,Was,Corrected To,Note
radio,Yaesu,FTDX5000MP,recommended_interface,Digirig Mobile + Packet-DIN cable (SignaLink alt.); Yaesu SCU-17 is the OEM option,USB-to-RS232 cable for the RS-232C CAT port; Digirig Mobile for audio on the PACKET DIN jack (SignaLink alt.); Yaesu SCU-17 is the OEM option,"5000MP = top-tier FTDX5000 (extra filters, external SM-5000 monitor); CAT identical to ft5000 caps. Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio."
radio,Yaesu,FTDX5000MP,ptt_method,"CAT command, or interface RTS/Packet-jack PTT","CAT command, or interface RTS / PACKET-jack PTT","5000MP = top-tier FTDX5000 (extra filters, external SM-5000 monitor); CAT identical to ft5000 caps. Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio."
radio,Yaesu,FTDX9000 Contest,cat_protocol,Yaesu CAT,Yaesu CAT (ASCII/text command set),Stop bits 1 -> 2: Hamlib ft9000 sets stop_bits=2 (comment 'assumed since manual makes no mention'); DXLab lists FTDX9000 at 38400 / 2 stop bits. 8-N-2 verified. Built-in soundcard 'No' confirmed.
radio,Yaesu,FTDX9000 Contest,baud,"4800 (dflt), up to 38400",4800 default; up to 38400,Stop bits 1 -> 2: Hamlib ft9000 sets stop_bits=2 (comment 'assumed since manual makes no mention'); DXLab lists FTDX9000 at 38400 / 2 stop bits. 8-N-2 verified. Built-in soundcard 'No' confirmed.
radio,Yaesu,FTDX9000 Contest,stop_bits,1,2,Stop bits 1 -> 2: Hamlib ft9000 sets stop_bits=2 (comment 'assumed since manual makes no mention'); DXLab lists FTDX9000 at 38400 / 2 stop bits. 8-N-2 verified. Built-in soundcard 'No' confirmed.
radio,Yaesu,FTDX9000 Contest,civ_address,n/a,n/a (Yaesu; CI-V is Icom-only),Stop bits 1 -> 2: Hamlib ft9000 sets stop_bits=2 (comment 'assumed since manual makes no mention'); DXLab lists FTDX9000 at 38400 / 2 stop bits. 8-N-2 verified. Built-in soundcard 'No' confirmed.
radio,Yaesu,FTDX9000 Contest,builtin_soundcard,No,No (RS-232C CAT port; no built-in USB audio codec),Stop bits 1 -> 2: Hamlib ft9000 sets stop_bits=2 (comment 'assumed since manual makes no mention'); DXLab lists FTDX9000 at 38400 / 2 stop bits. 8-N-2 verified. Built-in soundcard 'No' confirmed.
radio,Yaesu,FTDX9000 Contest,recommended_interface,Digirig Mobile + Packet-DIN cable (SignaLink alt.); Yaesu SCU-17 is the OEM option,USB-to-RS232 cable for the RS-232C CAT port; Digirig Mobile for audio on the rear PACKET DIN jack (SignaLink alt.); Yaesu SCU-17 is the OEM option,Stop bits 1 -> 2: Hamlib ft9000 sets stop_bits=2 (comment 'assumed since manual makes no mention'); DXLab lists FTDX9000 at 38400 / 2 stop bits. 8-N-2 verified. Built-in soundcard 'No' confirmed.
radio,Yaesu,FTDX9000 Contest,ptt_method,"CAT command, or interface RTS/Packet-jack PTT","CAT command, or interface RTS / PACKET-jack PTT",Stop bits 1 -> 2: Hamlib ft9000 sets stop_bits=2 (comment 'assumed since manual makes no mention'); DXLab lists FTDX9000 at 38400 / 2 stop bits. 8-N-2 verified. Built-in soundcard 'No' confirmed.
radio,Yaesu,FTDX9000D,cat_protocol,Yaesu CAT,Yaesu CAT (ASCII/text command set),9000D variant shares the FTDX9000 CAT engine (ft9000 caps). Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio.
radio,Yaesu,FTDX9000D,baud,"4800 (dflt), up to 38400",4800 default; up to 38400,9000D variant shares the FTDX9000 CAT engine (ft9000 caps). Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio.
radio,Yaesu,FTDX9000D,stop_bits,1,2,9000D variant shares the FTDX9000 CAT engine (ft9000 caps). Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio.
radio,Yaesu,FTDX9000D,civ_address,n/a,n/a (Yaesu; CI-V is Icom-only),9000D variant shares the FTDX9000 CAT engine (ft9000 caps). Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio.
radio,Yaesu,FTDX9000D,builtin_soundcard,No,No (RS-232C CAT port; no built-in USB audio codec),9000D variant shares the FTDX9000 CAT engine (ft9000 caps). Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio.
radio,Yaesu,FTDX9000D,recommended_interface,Digirig Mobile + Packet-DIN cable (SignaLink alt.); Yaesu SCU-17 is the OEM option,USB-to-RS232 cable for the RS-232C CAT port; Digirig Mobile for audio on the PACKET DIN jack (SignaLink alt.); Yaesu SCU-17 is the OEM option,9000D variant shares the FTDX9000 CAT engine (ft9000 caps). Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio.
radio,Yaesu,FTDX9000D,ptt_method,"CAT command, or interface RTS/Packet-jack PTT","CAT command, or interface RTS / PACKET-jack PTT",9000D variant shares the FTDX9000 CAT engine (ft9000 caps). Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio.
radio,Yaesu,FTDX9000MP,cat_protocol,Yaesu CAT,Yaesu CAT (ASCII/text command set),9000MP = top-tier FTDX9000; shares the FTDX9000 CAT engine (ft9000 caps). Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio.
radio,Yaesu,FTDX9000MP,baud,"4800 (dflt), up to 38400",4800 default; up to 38400,9000MP = top-tier FTDX9000; shares the FTDX9000 CAT engine (ft9000 caps). Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio.
radio,Yaesu,FTDX9000MP,stop_bits,1,2,9000MP = top-tier FTDX9000; shares the FTDX9000 CAT engine (ft9000 caps). Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio.
radio,Yaesu,FTDX9000MP,civ_address,n/a,n/a (Yaesu; CI-V is Icom-only),9000MP = top-tier FTDX9000; shares the FTDX9000 CAT engine (ft9000 caps). Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio.
radio,Yaesu,FTDX9000MP,builtin_soundcard,No,No (RS-232C CAT port; no built-in USB audio codec),9000MP = top-tier FTDX9000; shares the FTDX9000 CAT engine (ft9000 caps). Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio.
radio,Yaesu,FTDX9000MP,recommended_interface,Digirig Mobile + Packet-DIN cable (SignaLink alt.); Yaesu SCU-17 is the OEM option,USB-to-RS232 cable for the RS-232C CAT port; Digirig Mobile for audio on the PACKET DIN jack (SignaLink alt.); Yaesu SCU-17 is the OEM option,9000MP = top-tier FTDX9000; shares the FTDX9000 CAT engine (ft9000 caps). Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio.
radio,Yaesu,FTDX9000MP,ptt_method,"CAT command, or interface RTS/Packet-jack PTT","CAT command, or interface RTS / PACKET-jack PTT",9000MP = top-tier FTDX9000; shares the FTDX9000 CAT engine (ft9000 caps). Stop bits 1 -> 2 (Hamlib + DXLab). 8-N-2 verified; no built-in USB audio.
radio,Yaesu,FTX-1 Optima,baud,38400 (typical),38400 (CAT-1 Enhanced / CAT-3 ports); 4800 fixed on CAT-2 Standard port,"PTT port assignment was reversed: per the FTX-1 CAT manual the Standard port (CAT-2) handles TX controls (PTT/CW/digital) and RTS/DTR PTT, while the Enhanced port (CAT-1) does CAT frequency/mode. Baud clarified (38400 on CAT-1/CAT-3, 4800 fixed on CAT-2). Stop bits are selectable 1 or 2 on CAT-1/CAT-3 (claim '1' is the usual default). Built-in codec and single-USB-C confirmed."
radio,Yaesu,FTX-1 Optima,stop_bits,1,1 (selectable 1 or 2 on CAT-1/CAT-3; CAT-2 fixed at 1),"PTT port assignment was reversed: per the FTX-1 CAT manual the Standard port (CAT-2) handles TX controls (PTT/CW/digital) and RTS/DTR PTT, while the Enhanced port (CAT-1) does CAT frequency/mode. Baud clarified (38400 on CAT-1/CAT-3, 4800 fixed on CAT-2). Stop bits are selectable 1 or 2 on CAT-1/CAT-3 (claim '1' is the usual default). Built-in codec and single-USB-C confirmed."
radio,Yaesu,FTX-1 Optima,builtin_soundcard,Yes (USB Audio CODEC),"Yes (built-in USB Audio CODEC / USB-to-dual-UART bridge; USB-C carries CAT, audio in/out and TX control)","PTT port assignment was reversed: per the FTX-1 CAT manual the Standard port (CAT-2) handles TX controls (PTT/CW/digital) and RTS/DTR PTT, while the Enhanced port (CAT-1) does CAT frequency/mode. Baud clarified (38400 on CAT-1/CAT-3, 4800 fixed on CAT-2). Stop bits are selectable 1 or 2 on CAT-1/CAT-3 (claim '1' is the usual default). Built-in codec and single-USB-C confirmed."
radio,Yaesu,FTX-1 Optima,ptt_method,"CAT (USB), or RTS/DTR on the USB Enhanced (CAT-1) COM port","CAT (USB), or RTS/DTR on the Standard (CAT-2) COM port","PTT port assignment was reversed: per the FTX-1 CAT manual the Standard port (CAT-2) handles TX controls (PTT/CW/digital) and RTS/DTR PTT, while the Enhanced port (CAT-1) does CAT frequency/mode. Baud clarified (38400 on CAT-1/CAT-3, 4800 fixed on CAT-2). Stop bits are selectable 1 or 2 on CAT-1/CAT-3 (claim '1' is the usual default). Built-in codec and single-USB-C confirmed."
radio,Yaesu,FTX-1F,baud,38400 (typical),38400 (CAT-1 Enhanced / CAT-3 ports); 4800 fixed on CAT-2 Standard port,"Same FTX-1 series CAT interface as the Optima. PTT port assignment corrected: RTS/DTR PTT is on the Standard (CAT-2) port, not the Enhanced (CAT-1) port which carries CAT freq/mode. Baud/stop-bit detail clarified; built-in USB codec and single-USB-C confirmed."
radio,Yaesu,FTX-1F,stop_bits,1,1 (selectable 1 or 2 on CAT-1/CAT-3; CAT-2 fixed at 1),"Same FTX-1 series CAT interface as the Optima. PTT port assignment corrected: RTS/DTR PTT is on the Standard (CAT-2) port, not the Enhanced (CAT-1) port which carries CAT freq/mode. Baud/stop-bit detail clarified; built-in USB codec and single-USB-C confirmed."
radio,Yaesu,FTX-1F,builtin_soundcard,Yes (USB Audio CODEC),"Yes (built-in USB Audio CODEC / USB-to-dual-UART bridge; USB-C carries CAT, audio in/out and TX control)","Same FTX-1 series CAT interface as the Optima. PTT port assignment corrected: RTS/DTR PTT is on the Standard (CAT-2) port, not the Enhanced (CAT-1) port which carries CAT freq/mode. Baud/stop-bit detail clarified; built-in USB codec and single-USB-C confirmed."
radio,Yaesu,FTX-1F,ptt_method,"CAT (USB), or RTS/DTR on the USB Enhanced (CAT-1) COM port","CAT (USB), or RTS/DTR on the Standard (CAT-2) COM port","Same FTX-1 series CAT interface as the Optima. PTT port assignment corrected: RTS/DTR PTT is on the Standard (CAT-2) port, not the Enhanced (CAT-1) port which carries CAT freq/mode. Baud/stop-bit detail clarified; built-in USB codec and single-USB-C confirmed."
radio,Kenwood / Trio,TM-V71A / TM-V71E,baud,57600 (default),"9600 (default; Menu 519 PC.SPD, selectable 9600/19200/38400/57600)",Baud default corrected: claim said '57600 (default)' but the TM-V71A instruction manual Menu 519 (PC.SPD) defaults to 9600 (options 9600/19200/38400/57600). Serial 8/1/None confirmed via Hamlib (V71 shares the tmd710 config but with no hardware handshake).
radio,Kenwood / Trio,TM-V71A / TM-V71E,builtin_soundcard,No (6-pin DATA jack for 1200/9600 packet),No (6-pin DATA jack for external 1200/9600 packet TNC),Baud default corrected: claim said '57600 (default)' but the TM-V71A instruction manual Menu 519 (PC.SPD) defaults to 9600 (options 9600/19200/38400/57600). Serial 8/1/None confirmed via Hamlib (V71 shares the tmd710 config but with no hardware handshake).
radio,Kenwood / Trio,TS-140S,stop_bits,1,2,"Stop bits corrected 1 -> 2. The TS-140S has no dedicated Hamlib backend, but it shares the IF-232C/IF-10 CAT interface generation with the TS-680S (its 6m-added sibling) and TS-440S, both of which Hamlib specifies as 4800 baud, 8 data, 2 stop bits, no parity. Older Kenwoods of this era use 2 stop bits."
radio,Kenwood / Trio,TS-140S,recommended_interface,USB-to-IF-232C CAT cable + Digirig Mobile for audio (SignaLink audio alt.),IF-232C level converter (requires internal IF-10 board) / USB-to-IF-232C CAT cable + Digirig Mobile for audio (SignaLink audio alt.),"Stop bits corrected 1 -> 2. The TS-140S has no dedicated Hamlib backend, but it shares the IF-232C/IF-10 CAT interface generation with the TS-680S (its 6m-added sibling) and TS-440S, both of which Hamlib specifies as 4800 baud, 8 data, 2 stop bits, no parity. Older Kenwoods of this era use 2 stop bits."
radio,Kenwood / Trio,TS-440S / TS-440SAT,stop_bits,1,2,Stop bits corrected 1 -> 2 (Hamlib ts440 backend specifies 2 stop bits). Baud 1200-4800 confirmed. Requires internal IF-10 board + IF-232C level converter.
radio,Kenwood / Trio,TS-440S / TS-440SAT,recommended_interface,USB-to-IF-232C CAT cable + Digirig Mobile for audio (SignaLink audio alt.),IF-232C level converter (requires internal IF-10 board) / USB-to-IF-232C CAT cable + Digirig Mobile for audio (SignaLink audio alt.),Stop bits corrected 1 -> 2 (Hamlib ts440 backend specifies 2 stop bits). Baud 1200-4800 confirmed. Requires internal IF-10 board + IF-232C level converter.
radio,Kenwood / Trio,TS-450S / TS-450SAT,stop_bits,1,2,"Stop bits corrected 1 -> 2 (Hamlib ts450s backend: 1200-4800 baud, 8/2/None, hardware handshake). Note it uses hardware flow control (RTS/CTS must be wired)."
radio,Kenwood / Trio,TS-50S,stop_bits,1,2,Stop bits corrected 1 -> 2 (Hamlib ts50s backend: 8/2/None). Baud default 4800 (Hamlib range 1200-57600). Requires IF-232C level converter.
radio,Kenwood / Trio,TS-60S,stop_bits,1,2,"Stop bits corrected 1 -> 2. The 6m TS-60S has no dedicated Hamlib backend but shares the IF-232C CAT interface of its HF sibling the TS-50S, which Hamlib specifies as 8 data, 2 stop bits, no parity (default 4800 baud). Older Kenwoods of this generation use 2 stop bits."
radio,Kenwood / Trio,TS-680S,baud,4800,4800 (factory; 9600 with internal jumper change),"Stop bits corrected 1 -> 2 (Hamlib ts680 backend source explicitly comments the two-stop-bits setting 'is correct'). Baud is 4800 from factory, 9600 with a jumper change. Uses hardware handshake. Requires internal IF-10 board + IF-232C."
radio,Kenwood / Trio,TS-680S,stop_bits,1,2,"Stop bits corrected 1 -> 2 (Hamlib ts680 backend source explicitly comments the two-stop-bits setting 'is correct'). Baud is 4800 from factory, 9600 with a jumper change. Uses hardware handshake. Requires internal IF-10 board + IF-232C."
radio,Kenwood / Trio,TS-680S,recommended_interface,USB-to-IF-232C CAT cable + Digirig Mobile for audio (SignaLink audio alt.),IF-232C level converter (requires internal IF-10 board) / USB-to-IF-232C CAT cable + Digirig Mobile for audio (SignaLink audio alt.),"Stop bits corrected 1 -> 2 (Hamlib ts680 backend source explicitly comments the two-stop-bits setting 'is correct'). Baud is 4800 from factory, 9600 with a jumper change. Uses hardware handshake. Requires internal IF-10 board + IF-232C."
radio,Kenwood / Trio,TS-690S,stop_bits,1,2,"Stop bits corrected 1 -> 2 (Hamlib ts690 backend: fixed 4800 baud, 8/2/None, hardware handshake). HF+6m sibling of the TS-450S. Hardware flow control (RTS/CTS) required."
radio,Kenwood / Trio,TS-711A / TS-711E,baud,4800,4800 (fixed),"Stop bits corrected 1 -> 2 (Hamlib ts711 backend: fixed 4800 baud, 8/2/None, hardware handshake). This 2m all-mode requires the IF-232C and uses hardware flow control (RTS/CTS)."
radio,Kenwood / Trio,TS-711A / TS-711E,stop_bits,1,2,"Stop bits corrected 1 -> 2 (Hamlib ts711 backend: fixed 4800 baud, 8/2/None, hardware handshake). This 2m all-mode requires the IF-232C and uses hardware flow control (RTS/CTS)."
radio,Kenwood / Trio,TS-790A / TS-790E,baud,4800,4800 (fixed),"Stop bits corrected 1 -> 2 (Hamlib ts790 backend: fixed 4800 baud, 8/2/None, hardware handshake). VHF/UHF all-mode; requires IF-232C and hardware flow control (RTS/CTS)."
radio,Kenwood / Trio,TS-790A / TS-790E,stop_bits,1,2,"Stop bits corrected 1 -> 2 (Hamlib ts790 backend: fixed 4800 baud, 8/2/None, hardware handshake). VHF/UHF all-mode; requires IF-232C and hardware flow control (RTS/CTS)."
radio,Kenwood / Trio,TS-811A / TS-811E,baud,4800,4800 (fixed),"Stop bits corrected 1 -> 2 (Hamlib ts811 backend: fixed 4800 baud, 8/2/None, hardware handshake). 70cm all-mode sibling of the TS-711; requires IF-232C and hardware flow control (RTS/CTS)."
radio,Kenwood / Trio,TS-811A / TS-811E,stop_bits,1,2,"Stop bits corrected 1 -> 2 (Hamlib ts811 backend: fixed 4800 baud, 8/2/None, hardware handshake). 70cm all-mode sibling of the TS-711; requires IF-232C and hardware flow control (RTS/CTS)."
software,Xastir,,rig_control_backend,"Kernel AX.25, serial TNC, or AGW/Direwolf; optional Hamlib rig only for freq on some interfaces; no operating CAT","Kernel AX.25, serial TNC, or AGW/Direwolf; Hamlib is used for optional rig control INCLUDING PTT keying (and HF frequency) on rig-controlled interfaces","Corrected the claim that Hamlib in Xastir is 'for setting a HF frequency, not for keying.' The official docs state Hamlib should be installed if you need PTT-Control, so Xastir uses Hamlib for PTT keying as well as frequency on rig-controlled interfaces."
software,Xastir,,how_to_set_cat,"No general CAT for TX. Interface > Interface Control > Add: choose Serial TNC (device/baud), Network AGWPE, a KISS/Direwolf interface, or kernel AX.25; add a GPS interface. (Some interface types allow a Hamlib rig entry for setting a HF frequency, not for keying.)","No general CAT for the packet data. Interface > Interface Control > Add: choose Serial TNC (device/baud), Networked AGWPE, a KISS/Direwolf interface, or kernel AX.25; add a GPS interface. Rig-controlled interface types let you select a Hamlib-supported radio for PTT control and HF frequency.","Corrected the claim that Hamlib in Xastir is 'for setting a HF frequency, not for keying.' The official docs state Hamlib should be installed if you need PTT-Control, so Xastir uses Hamlib for PTT keying as well as frequency on rig-controlled interfaces."
software,Xastir,,ptt_config,Handled by the TNC/soundmodem.,"For a hardware TNC the TNC keys PTT; on interfaces without TNC PTT, Xastir keys PTT via Hamlib (or a serial control line) — Hamlib should be installed if you need PTT control.","Corrected the claim that Hamlib in Xastir is 'for setting a HF frequency, not for keying.' The official docs state Hamlib should be installed if you need PTT-Control, so Xastir uses Hamlib for PTT keying as well as frequency on rig-controlled interfaces."
software,GenLog,,rig_control_backend,Native CAT (freq/mode read) over serial; CW keying,"No rig CAT / no frequency control; CW and PTT keying only, via a serial COM port (RTS/DTR)","Corrected: the claim that GenLog does 'Native CAT (freq/mode read) over serial' and that you 'pick the radio and set the COM port/baud for CAT; it reads frequency and mode' is wrong. Per W3KM's FAQ, GenLog does not control radios/does not support QRG; it only does CW/PTT keying via serial RTS/DTR. The CW/PTT and ALC guidance are correct."
software,GenLog,,how_to_set_cat,In GenLog's setup pick the radio and set the COM port/baud for CAT; it reads frequency and mode into the log. No audio.,There is NO CAT/rig-frequency configuration — GenLog does not read or set radio frequency ('GenLog does not support QRG'). In the CW setup you select the serial COM port and can swap the CW and PTT lines; PTT can be turned off.,"Corrected: the claim that GenLog does 'Native CAT (freq/mode read) over serial' and that you 'pick the radio and set the COM port/baud for CAT; it reads frequency and mode' is wrong. Per W3KM's FAQ, GenLog does not control radios/does not support QRG; it only does CW/PTT keying via serial RTS/DTR. The CW/PTT and ALC guidance are correct."
software,GenLog,,ptt_config,CW keying/PTT on a serial COM port (RTS/DTR).,CW keying and PTT on a serial COM port (RTS/DTR); option to swap CW/PTT lines and to disable PTT.,"Corrected: the claim that GenLog does 'Native CAT (freq/mode read) over serial' and that you 'pick the radio and set the COM port/baud for CAT; it reads frequency and mode' is wrong. Per W3KM's FAQ, GenLog does not control radios/does not support QRG; it only does CW/PTT keying via serial RTS/DTR. The CW/PTT and ALC guidance are correct."
software,GenLog,,alc_power_guidance,CW constant-carrier — set power on the rig; SSB voice-keyer drive kept so ALC barely moves.,CW is constant-carrier — set power on the rig; SSB voice-keyer drive kept so ALC barely moves.,"Corrected: the claim that GenLog does 'Native CAT (freq/mode read) over serial' and that you 'pick the radio and set the COM port/baud for CAT; it reads frequency and mode' is wrong. Per W3KM's FAQ, GenLog does not control radios/does not support QRG; it only does CW/PTT keying via serial RTS/DTR. The CW/PTT and ALC guidance are correct."
software,so2sdr,,rig_control_backend,Hamlib; SDR audio for the bandmap,Hamlib for rig CAT; SDR audio/I-Q for the so2sdr-bandmap spectral display,"CORRECTED: the docs explicitly state so2sdr uses WinKey or So2rmini for CW and that 'no other keying method (cwdaemon, direct port keying, etc.) is currently supported' - the original's cwdaemon claim is wrong."
software,so2sdr,,how_to_set_cat,"In so2sdr's config enable Hamlib, choose the rig model, and set the serial device and baud per radio (two radios for SO2R). The SDR bandmap uses a separate SDR audio/I-Q input.",In so2sdr Config choose the rig model and set the serial device and baud per radio (two radios for SO2R). The SDR bandmap (so2sdr-bandmap) takes a separate sound-card I/Q or SDR input.,"CORRECTED: the docs explicitly state so2sdr uses WinKey or So2rmini for CW and that 'no other keying method (cwdaemon, direct port keying, etc.) is currently supported' - the original's cwdaemon claim is wrong."
software,so2sdr,,audio_device_select,Select the SDR's audio/I-Q input device that feeds the visual bandmap; QSO audio is the OS default.,Select the SDR's sound-card I/Q input that feeds the so2sdr-bandmap; QSO audio is the OS default.,"CORRECTED: the docs explicitly state so2sdr uses WinKey or So2rmini for CW and that 'no other keying method (cwdaemon, direct port keying, etc.) is currently supported' - the original's cwdaemon claim is wrong."
software,so2sdr,,ptt_config,CW keying via WinKeyer or cwdaemon; PTT via Hamlib/CAT or a serial line.,CW is generated ONLY by a K1EL WinKey (or compatible) or N6TR's So2rmini - configured via Config > Winkey. cwdaemon/direct-port keying is NOT supported. PTT is handled via the WinKey/So2rmini (and Hamlib for rig control).,"CORRECTED: the docs explicitly state so2sdr uses WinKey or So2rmini for CW and that 'no other keying method (cwdaemon, direct port keying, etc.) is currently supported' - the original's cwdaemon claim is wrong."
software,so2sdr,,alc_power_guidance,CW constant-carrier — set power on the rig; SSB drive so ALC barely moves.,CW constant-carrier - set power on the rig; SSB drive so ALC barely moves.,"CORRECTED: the docs explicitly state so2sdr uses WinKey or So2rmini for CW and that 'no other keying method (cwdaemon, direct port keying, etc.) is currently supported' - the original's cwdaemon claim is wrong."
software,2Tone,,rig_control_backend,"None (sound-card RTTY decoder; RX only, TX handled by the host logger)",Sound-card RTTY modem (no rig CAT). Decodes RX audio AND can transmit its own AFSK/FSK/DOOK/Pseudo-FSK - it is not RX-only; when embedded in a host logger the host manages TX.,CORRECTED: original called it strictly RX-only with TX handled solely by the host. 2Tone (G3YYD) does have its own transmit capability with several TX modes and can key the rig; it simply does no CAT.
software,2Tone,,how_to_set_cat,n/a — 2Tone does no rig CAT. It decodes receiver audio; frequency and PTT are owned by the host contest logger (WriteLog/N1MM/Win-Test) that embeds it.,n/a - 2Tone does no transceiver CAT. Frequency is owned by the host logger (N1MM+/WriteLog/Win-Test) that embeds it via XMMT.ocx.,CORRECTED: original called it strictly RX-only with TX handled solely by the host. 2Tone (G3YYD) does have its own transmit capability with several TX modes and can key the rig; it simply does no CAT.
software,2Tone,,audio_device_select,In 2Tone's settings choose the Windows sound-card input carrying the receiver's RTTY audio.,"In 2Tone's setup choose the RX sound-card (and left/right/mono) carrying the RTTY audio, and a TX sound-card if transmitting AFSK from 2Tone's own window.",CORRECTED: original called it strictly RX-only with TX handled solely by the host. 2Tone (G3YYD) does have its own transmit capability with several TX modes and can key the rig; it simply does no CAT.
software,2Tone,,ptt_config,n/a — 2Tone does not key the radio; the host logger handles PTT/FSK for transmit.,"Corrected: 2Tone has selectable TX modes (AFSK TX, FSK TX, DOOK, Pseudo-FSK) and can key PTT/FSK itself; but as an MMTTY-replacement engine in a host logger, PTT/FSK is normally driven by the host.",CORRECTED: original called it strictly RX-only with TX handled solely by the host. 2Tone (G3YYD) does have its own transmit capability with several TX modes and can key the rig; it simply does no CAT.
software,2Tone,,alc_power_guidance,n/a for RX. On transmit the host logger sets levels — for AFSK keep audio so ALC barely moves; FSK is constant-carrier.,n/a for RX. On AFSK TX keep audio so ALC barely moves; FSK is constant-carrier (power set on the rig).,CORRECTED: original called it strictly RX-only with TX handled solely by the host. 2Tone (G3YYD) does have its own transmit capability with several TX modes and can key the rig; it simply does no CAT.
software,CW Skimmer Server,,rig_control_backend,"native wideband SDR drivers (QS1R, RX-888, Perseus, Red Pitaya via ExtIO/network); no transceiver CAT","Wideband SDR: QS1R is supported natively; other SDRs (Hermes/HPSDR/Red Pitaya, RX-888, Perseus, etc.) via third-party drivers/plugins (e.g. HermesIntf.dll) or ExtIO. No transceiver CAT.","CORRECTED: only the QS1R is natively supported; RX-888/Perseus/Red Pitaya/HPSDR are added via third-party DLL drivers or ExtIO, not native drivers as the original implied."
software,CW Skimmer Server,,how_to_set_cat,SkimSrv.ini / Settings > Radio: select the SDR device and set the band segments to watch. No rig-model CAT — the SDR is the receiver. Telnet server port configured here.,SkimSrv.ini / Settings > Radio: select the SDR device and the band segments to watch; no rig-model CAT. The built-in Telnet server port is configured here (default 7300).,"CORRECTED: only the QS1R is natively supported; RX-888/Perseus/Red Pitaya/HPSDR are added via third-party DLL drivers or ExtIO, not native drivers as the original implied."
software,CW Skimmer Server,,audio_device_select,n/a for direct I/Q hardware; it also exposes the CW Skimmer Waterfall (CWSL) shared memory that other skimmers consume.,n/a for direct I/Q hardware; it also exposes the CW Skimmer Waterfall (CWSL) shared memory that other skimmers/CWSL_DIGI consume.,"CORRECTED: only the QS1R is natively supported; RX-888/Perseus/Red Pitaya/HPSDR are added via third-party DLL drivers or ExtIO, not native drivers as the original implied."
software,CW Skimmer Server,,ptt_config,n/a — receive only.,n/a - receive only.,"CORRECTED: only the QS1R is natively supported; RX-888/Perseus/Red Pitaya/HPSDR are added via third-party DLL drivers or ExtIO, not native drivers as the original implied."
software,CW Skimmer Server,,alc_power_guidance,n/a — receive only.,n/a - receive only.,"CORRECTED: only the QS1R is natively supported; RX-888/Perseus/Red Pitaya/HPSDR are added via third-party DLL drivers or ExtIO, not native drivers as the original implied."
software,CwGet,,rig_control_backend,none for decode; optional simple CAT tuning (DXsoft rig support) to read/set frequency,None for decode; optional CAT frequency read/set via Omni-Rig (not a bespoke 'DXsoft rig' driver),"CORRECTED: CwGet's CAT tuning is done via Omni-Rig, not an internal DXsoft rig driver."
software,CwGet,,how_to_set_cat,Setup > 'CAT-system' / Comm-port options to read or set the rig frequency (optional; most users leave CAT off).,Setup: enable CAT and let CwGet tune/read the transceiver frequency through the Omni-Rig component (installed separately). Most users leave CAT off.,"CORRECTED: CwGet's CAT tuning is done via Omni-Rig, not an internal DXsoft rig driver."
software,CwGet,,ptt_config,n/a — receive-only decoder (pair with CwType for transmit).,n/a - receive-only decoder (pair with CwType for transmit).,"CORRECTED: CwGet's CAT tuning is done via Omni-Rig, not an internal DXsoft rig driver."
software,CwGet,,alc_power_guidance,n/a — receive only.,n/a - receive only.,"CORRECTED: CwGet's CAT tuning is done via Omni-Rig, not an internal DXsoft rig driver."
software,CwType,,rig_control_backend,none (primarily CW keying; optional CAT read when paired with a DXsoft rig app),Primarily CW keying; optional CAT frequency read via Omni-Rig (not a bespoke 'DXsoft rig' driver),"CORRECTED: any CAT frequency read is via Omni-Rig, not an internal DXsoft driver."
software,CwType,,how_to_set_cat,Setup > Transceiver/CAT (optional) for frequency; mostly Setup > Comm-port to choose the keying line.,Setup: optional CAT/transceiver frequency via the Omni-Rig component; mostly you just select the Comm-port used for keying.,"CORRECTED: any CAT frequency read is via Omni-Rig, not an internal DXsoft driver."
