Manufacturer,Model,Type,Bands,Modes,Era,Notes
Kenwood / Trio,TH-47A / TH-47E,70cm FM handheld,70cm,FM,1991,"430 MHz FM HT, sibling of TH-27."
Kenwood / Trio,TH-48A / TH-48E,70cm FM handheld,70cm (2m RX),FM,1993,430 MHz FM HT with 2m receive; sibling of TH-28.
Kenwood / Trio,TH-55AT / TH-55E,2m FM handheld,2m,FM,1983,Early synthesized 2m FM HT (Trio era).
Kenwood / Trio,TH-59,2m FM handheld,2m,FM,1980s,Japan-market 2m FM handheld.
Kenwood / Trio,TH-75A / TH-75E,2m/70cm FM handheld,2m/70cm,FM,1990,Early dual-band FM HT with full-duplex.
Kenwood / Trio,TH-77A / TH-77E,2m/70cm FM handheld,2m/70cm,FM,1991,"Dual-band FM HT, full-duplex, dual display."
Kenwood / Trio,TH-78A / TH-78E,2m/70cm FM handheld,2m/70cm,FM,1992,Dual-band FM HT with DTMF paging/code squelch and full-duplex.
Kenwood / Trio,TH-79A / TH-79A(D) / TH-79E,2m/70cm FM handheld,2m/70cm,FM,1995,Dual-band FM HT with dot-matrix menu display; (D) had DTSS/paging.
Kenwood / Trio,TH-89,2m/70cm FM handheld,2m/70cm,FM,1990s,Japan-market dual-band FM handheld.
Kenwood / Trio,TH-D72A / TH-D72E,2m/70cm APRS FM handheld,2m/70cm,FM + APRS/packet,2011,"Dual-band APRS HT with built-in GPS and TNC, dual RX."
Kenwood / Trio,TH-D74A / TH-D74E,Tri-band D-STAR handheld,2m/1.25m/70cm (RX 0.1-524 MHz),FM + D-STAR DV + APRS; SSB/CW/AM RX,2016,"D-STAR + APRS + GPS with color display, SDR IF, wideband all-mode receive."
Kenwood / Trio,TH-D75A / TH-D75E,Tri-band D-STAR handheld,2m/1.25m/70cm (wide RX),FM + D-STAR DV + APRS; SSB/CW/AM RX,2023,"Current flagship HT; D-STAR, APRS, dual-band simultaneous RX, GPS, terminal/access-point modes."
Kenwood / Trio,TH-D7A / TH-D7A(G) / TH-D7E,2m/70cm APRS FM handheld,2m/70cm,FM + APRS/packet,1998,First handheld with built-in TNC and APRS; (G) revision improved firmware.
Kenwood / Trio,TH-F6A,Tri-band FM handheld,2m/1.25m/70cm (RX 0.1-1300 MHz),FM TX; SSB/CW/AM/FM RX,2001,Tri-band FM transmit plus all-mode wideband general-coverage receiver (US model).
Kenwood / Trio,TH-F7E,Dual-band FM handheld,2m/70cm (RX 0.1-1300 MHz),FM TX; SSB/CW/AM/FM RX,2001,European TH-F6 (no 1.25m TX) with wideband all-mode receiver.
Kenwood / Trio,TH-G71A / TH-G71E,2m/70cm FM handheld,2m/70cm,FM,1997,"Value dual-band FM HT, 6 W, full-duplex crossband."
Kenwood / Trio,TH-K20A / TH-K20AT / TH-K20E,2m FM handheld,2m,FM,2012,"Current entry 2m FM HT, MIL-STD rugged; TH-K40A is 70cm sibling."
Kenwood / Trio,TH-K2AT / TH-K2A / TH-K2E / TH-K2ET,2m FM handheld,2m,FM,2003,5.5 W rugged 2m FM HT; ET included tone keypad.
Kenwood / Trio,TH-K4AT / TH-K4E,70cm FM handheld,70cm,FM,2003,"430 MHz FM HT, 70cm sibling of TH-K2 (TH-K40A in some markets)."
Kenwood / Trio,TH-K7,VHF FM handheld,2m,FM,2000s,Japan-market compact FM handheld.
Kenwood / Trio,TM-201A / TM-211A,2m FM mobile,2m,FM,1983,Compact 144 MHz FM mobiles; TM-211 later revision.
Kenwood / Trio,TM-221A / TM-221E,2m FM mobile,2m,FM,1988,45 W 2m FM mobile; ES was a variant.
Kenwood / Trio,TM-231A / TM-231E,2m FM mobile,2m,FM,1990,50 W 2m FM mobile with multi-scan and DTSS.
Kenwood / Trio,TM-2400,2m FM mobile,2m,FM,1983,2m FM mobile.
Kenwood / Trio,TM-241A / TM-241E,2m FM mobile,2m,FM,1991,"Rugged 50 W 2m FM mobile, very popular."
Kenwood / Trio,TM-251A / TM-251E,2m FM mobile,2m,FM,1994,"2m FM mobile with wideband RX (AM air band), CTCSS."
Kenwood / Trio,TM-2530A,2m FM mobile,2m,FM,1984,25 W 2m FM mobile with memories and priority scan.
Kenwood / Trio,TM-2550A / TM-2550E,2m FM mobile,2m,FM,1985,45 W 2m FM mobile.
Kenwood / Trio,TM-255A / TM-255E,2m all-mode mobile,2m,SSB/CW/FM,1993,"144 MHz all-mode mobile with multicolor LCD, DSP option."
Kenwood / Trio,TM-2570A,2m FM mobile,2m,FM,1986,High-power (70 W) 2m FM mobile.
Kenwood / Trio,TM-261A,2m FM mobile,2m,FM,2000,Economy 2m FM mobile.
Kenwood / Trio,TM-271A / TM-271E,2m FM mobile,2m,FM,2006,"Rugged 60 W 2m FM mobile, long-running seller."
Kenwood / Trio,TM-281A / TM-281E,2m FM mobile,2m,FM,2011,"65 W 2m FM mobile, MIL-STD rated; current entry-level mobile."
Kenwood / Trio,TM-321A,220 MHz FM mobile,1.25m,FM,1980s,220 MHz (1.25m) FM mobile for the US market.
Kenwood / Trio,TM-331A,220 MHz FM mobile,1.25m,FM,1990,220 MHz FM mobile.
Kenwood / Trio,TM-3530A,220 MHz FM mobile,1.25m,FM,1985,"220 MHz FM mobile, 1.25m sibling of TM-2530A."
Kenwood / Trio,TM-401A / TM-411A / TM-411E,70cm FM mobile,70cm,FM,1985,Early 430 MHz FM mobiles.
Kenwood / Trio,TM-421A / TM-421E,70cm FM mobile,70cm,FM,1988,35 W 430 MHz FM mobile; ES variant.
Kenwood / Trio,TM-431A / TM-431E,70cm FM mobile,70cm,FM,1990,"35 W 430 MHz FM mobile, sibling of TM-231A."
Kenwood / Trio,TM-441A / TM-441E,70cm FM mobile,70cm,FM,1991,"35 W 430 MHz FM mobile, sibling of TM-241A."
Kenwood / Trio,TM-451A / TM-451E,70cm FM mobile,70cm,FM,1994,"430 MHz FM mobile with wideband RX, sibling of TM-251A."
Kenwood / Trio,TM-455A / TM-455E,70cm all-mode mobile,70cm,SSB/CW/FM,1993,"430 MHz all-mode mobile, sibling of TM-255A."
Kenwood / Trio,TM-461A,70cm FM mobile,70cm,FM,2000,"Economy 430 MHz FM mobile, sibling of TM-261A."
Kenwood / Trio,TM-471A / TM-471E,70cm FM mobile,70cm,FM,2006,"35 W 430 MHz FM mobile, sibling of TM-271A."
Kenwood / Trio,TM-521 / TM-521A / TM-521E,23cm FM mobile,1.2 GHz,FM,1986,1240-1300 MHz FM mobile.
Kenwood / Trio,TM-531A / TM-531E,23cm FM mobile,1.2 GHz,FM,1988,1.2 GHz FM mobile.
Kenwood / Trio,TM-541A / TM-541E,23cm FM mobile,1.2 GHz,FM,1990,10 W 1.2 GHz FM mobile.
Kenwood / Trio,TM-551A / TM-551E,23cm FM mobile,1.2 GHz,FM,1993,1.2 GHz FM mobile.
Kenwood / Trio,TM-621A,2m/70cm FM mobile,2m/70cm,FM,1985,Early dual-band FM mobile with dual receive.
Kenwood / Trio,TM-631A,2m/1.2GHz FM mobile,2m + 1.2 GHz,FM,1988,Dual-band FM mobile (144 MHz + 1.2 GHz).
Kenwood / Trio,TM-642A,Tri-band FM mobile,2m/70cm/1.2GHz,FM,1990,Triple-band FM mobile.
Kenwood / Trio,TM-701A / TM-701E,2m/70cm FM mobile,2m/70cm,FM,1988,Compact dual-band FM mobile.
Kenwood / Trio,TM-702A / TM-702E / TM-702D,2m/70cm FM mobile,2m/70cm,FM,1989,Compact dual-band FM mobile with dual display.
Kenwood / Trio,TM-721A / TM-721E,2m/70cm FM mobile,2m/70cm,FM,1985,Full-featured dual-band FM mobile; G/GD/GS were variants.
Kenwood / Trio,TM-731A / TM-731E,2m/70cm FM mobile,2m/70cm,FM,1989,Dual-band FM mobile with full-duplex crossband repeat.
Kenwood / Trio,TM-732A / TM-732E,2m/70cm FM mobile,2m/70cm,FM,1991,"Dual-band FM mobile, dual RX, crossband repeat."
Kenwood / Trio,TM-733A / TM-733E,2m/70cm FM mobile,2m/70cm,FM,1993,"Compact dual-band FM mobile with wideband RX, crossband repeat."
Kenwood / Trio,TM-741A / TM-741E,Modular multi-band FM mobile,2m/70cm (+opt 220/1.2GHz),FM,1991,Modular tri-band mobile; two of three plug-in band units at a time.
Kenwood / Trio,TM-742A / TM-742E,Modular multi-band FM mobile,2m/70cm (+opt 6m/220/1.2GHz),FM,1993,"Modular tri-band mobile, plug-in band units, full-duplex."
Kenwood / Trio,TM-833 / TM-833S / TM-833V,2m/70cm FM mobile,2m/70cm,FM,1994,Compact dual-band FM mobile (mainly Japan market).
Kenwood / Trio,TM-842,Tri-band FM mobile,2m/70cm/1.2GHz,FM,1995,Triple-band FM mobile (Japan market).
Kenwood / Trio,TM-941A,Tri-band FM mobile,2m/70cm/1.2GHz,FM,1992,"Triple-band FM mobile with detachable head, full-duplex."
Kenwood / Trio,TM-942A,Tri-band FM mobile,2m/70cm/1.2GHz,FM,1993,"Triple-band FM mobile, three simultaneous bands, crossband repeat."
Kenwood / Trio,TM-D700A / TM-D700E,2m/70cm APRS FM mobile,2m/70cm,FM + APRS/packet,1999,Dual-band data communicator with built-in 1200/9600 TNC and APRS.
Kenwood / Trio,TM-D710A / TM-D710E,2m/70cm APRS FM mobile,2m/70cm,FM + APRS/packet,2007,"Dual-band APRS mobile with built-in TNC, EchoLink, detachable head."
Kenwood / Trio,TM-D710GA / TM-D710GE,2m/70cm APRS FM mobile,2m/70cm,FM + APRS/packet,2013,TM-D710 with built-in GPS; long-running current APRS mobile.
Kenwood / Trio,TM-D750A / TM-D750E,2m/70cm digital APRS FM mobile,2m/70cm,FM + D-STAR + APRS,2024,Newest flagship mobile adding D-STAR DV and APRS with color display and GPS.
Kenwood / Trio,TM-G707A / TM-G707E,2m/70cm FM mobile,2m/70cm,FM,1998,"Value dual-band FM mobile with big display, crossband repeat."
Kenwood / Trio,TM-V71A / TM-V71E,2m/70cm FM mobile,2m/70cm,FM,2008,"50 W dual-band FM mobile, EchoLink Sysop, invertible detachable head; still current."
Kenwood / Trio,TM-V7A / TM-V7E,2m/70cm FM mobile,2m/70cm,FM,1996,Dual-band FM mobile with large dot-matrix display; TM-V708 was Japan version.
Kenwood / Trio,TMW-706 / TMW-706S,HF/VHF mobile transceiver,HF + VHF,SSB/CW/FM,1990s,Little-documented HF+VHF mobile listed in databases; rare Japan-market unit.
Kenwood / Trio,TR-1100,6m AM portable,6m,AM,1968,Early portable 50 MHz AM transceiver.
Kenwood / Trio,TR-1200,6m portable,6m,AM/FM,1972,Compact 50 MHz portable.
Kenwood / Trio,TR-1300,6m SSB portable,6m,SSB/CW,1977,Small 50 MHz SSB/CW handheld/portable.
Kenwood / Trio,TR-2200 / TR-2200A,2m FM handheld,2m,FM,1972,Iconic early crystal-controlled 144 MHz FM handheld.
Kenwood / Trio,TR-2200G / TR-2200GII / TR-2200GX,2m FM handheld,2m,FM,1975,Improved TR-2200 series; GX added more channels/features.
Kenwood / Trio,TR-2300,2m FM portable,2m,FM,1978,Synthesized 144 MHz FM portable with thumbwheel channel select.
Kenwood / Trio,TR-2400,2m FM handheld,2m,FM,1979,Synthesized 2m FM handheld with LCD.
Kenwood / Trio,TR-2500,2m FM handheld,2m,FM,1980,Microprocessor 2m FM handheld with memories and keypad.
Kenwood / Trio,TR-2600A / TR-2600E,2m FM handheld,2m,FM,1983,"Compact 2m FM HT with memories, LCD, DTMF."
Kenwood / Trio,TR-2E,2m FM base/mobile,2m,FM,1970,Very early crystal-controlled 144 MHz FM set.
Kenwood / Trio,TR-3200,70cm FM handheld,70cm,FM,1979,Early 430 MHz FM handheld.
Kenwood / Trio,TR-3500,70cm FM handheld,70cm,FM,1982,Synthesized 430 MHz FM handheld.
Kenwood / Trio,TR-3600A / TR-3600E,70cm FM handheld,70cm,FM,1984,430 MHz FM HT companion to TR-2600.
Kenwood / Trio,TR-50,2m FM mobile,2m,FM,1970s,Early crystal-controlled 2m FM mobile.
Kenwood / Trio,TR-7010,2m SSB portable,2m,SSB/CW,1976,Compact 144 MHz SSB/CW portable transceiver.
Kenwood / Trio,TR-7100,2m FM mobile,2m,FM,1975,Early 144 MHz FM mobile.
Kenwood / Trio,TR-7200 / TR-7200G,2m FM mobile,2m,FM,1974,Crystal/synthesized 144 MHz FM mobile; G was updated version.
Kenwood / Trio,TR-7400A,2m FM mobile,2m,FM,1977,"Synthesized (thumbwheel) 144 MHz FM mobile, popular in US."
Kenwood / Trio,TR-7500,2m FM mobile,2m,FM,1977,10 W synthesized 144 MHz FM mobile.
Kenwood / Trio,TR-751A / TR-751E,2m all-mode mobile,2m,SSB/CW/FM,1984,Compact 25 W 144 MHz all-mode mobile.
Kenwood / Trio,TR-7600,2m FM mobile,2m,FM,1978,Synthesized 144 MHz FM mobile with LED channel readout.
Kenwood / Trio,TR-7625,2m FM mobile,2m,FM,1980,25 W 144 MHz FM mobile.
Kenwood / Trio,TR-7730,2m FM mobile,2m,FM,1981,"Compact synthesized 2m FM mobile, green LED display."
Kenwood / Trio,TR-7800,2m FM mobile,2m,FM,1982,Microprocessor-controlled 2m FM mobile with memories.
Kenwood / Trio,TR-7850,2m FM mobile,2m,FM,1983,"25 W 2m FM mobile, expanded memories."
Kenwood / Trio,TR-7930,2m FM mobile,2m,FM,1984,25 W 2m FM mobile with multi-function memories/scan.
Kenwood / Trio,TR-7950,2m FM mobile,2m,FM,1984,45 W high-power 2m FM mobile.
Kenwood / Trio,TR-8000,70cm FM mobile,70cm,FM,1978,Early 430 MHz FM mobile.
Kenwood / Trio,TR-8200,70cm FM mobile,70cm,FM,1980,430 MHz FM mobile.
Kenwood / Trio,TR-8300,70cm FM mobile,70cm,FM,1979,Synthesized 430 MHz FM mobile.
Kenwood / Trio,TR-8400,70cm FM mobile,70cm,FM,1982,Microprocessor 430 MHz FM mobile with memories.
Kenwood / Trio,TR-851A / TR-851E,70cm all-mode mobile,70cm,SSB/CW/FM,1985,Compact 430 MHz all-mode mobile companion to TR-751A.
Kenwood / Trio,TR-9000 / TR-9000G,2m all-mode mobile,2m,SSB/CW/FM,1980,144 MHz all-mode mobile/portable; G was updated version.
Kenwood / Trio,TR-9130,2m all-mode mobile,2m,SSB/CW/FM,1983,25 W 144 MHz all-mode mobile with memories.
Kenwood / Trio,TR-9300,6m all-mode mobile,6m,SSB/CW/FM,1982,50 MHz all-mode mobile/portable.
Kenwood / Trio,TR-9500,70cm all-mode mobile,70cm,SSB/CW/FM,1981,430 MHz all-mode mobile/portable.
Kenwood / Trio,TS-120S / TS-120V,HF transceiver,HF 80-10m,SSB/CW,1979,First all-solid-state compact HF; V was 10 W QRP version.
Kenwood / Trio,TS-130S / TS-130SE / TS-130V,HF transceiver,HF 80-10m + WARC,SSB/CW,1981,"Compact solid-state HF mobile/base; V was 10 W QRP, SE export."
Kenwood / Trio,TS-140S,HF transceiver,HF 160-10m + WARC,SSB/CW/AM/FM,1988,"Compact economy HF, general-coverage RX; sibling of the 6m-capable TS-680S."
Kenwood / Trio,TS-180S / TS-180V,HF transceiver,HF 160-10m,SSB/CW/FSK,1979,Solid-state with digital display and general-coverage receive; V QRP variant.
Kenwood / Trio,TS-2000 / TS-2000X,HF/VHF/UHF all-mode transceiver,HF+6m+2m+70cm (X adds 23cm),SSB/CW/AM/FM/data,2002,"All-band all-mode base/mobile; built-in TNC, satellite mode, sub-RX. X adds 1.2 GHz all-mode."
Kenwood / Trio,TS-2000LE,HF/VHF/UHF all-mode transceiver,HF+6m+2m+70cm,SSB/CW/AM/FM/data,2006,"Limited Edition TS-2000 (black finish, cosmetic upgrades)."
Kenwood / Trio,TS-430S,HF transceiver,HF 160-10m + WARC,SSB/CW/AM/FM,1983,Popular compact solid-state HF with general-coverage RX; optional FM/AM board.
Kenwood / Trio,TS-440S / TS-440SAT,HF transceiver,HF 160-10m + WARC,SSB/CW/AM/FM,1986,"General-coverage RX, 100-memory; SAT version had internal automatic antenna tuner."
Kenwood / Trio,TS-450S / TS-450SAT,HF transceiver,HF 160-10m + WARC,SSB/CW/AM/FM,1991,Compact HF; SAT had built-in auto tuner. Base version of the HF+6m TS-690S.
Kenwood / Trio,TS-480HX,HF/6m mobile transceiver,HF 160-10m + 6m,SSB/CW/AM/FM/data,2004,"200 W version (dual PA, no internal tuner); detachable head, IF-DSP."
Kenwood / Trio,TS-480SAT,HF/6m mobile transceiver,HF 160-10m + 6m,SSB/CW/AM/FM/data,2004,100 W with built-in auto tuner; detachable control head. IF-DSP.
Kenwood / Trio,TS-50S,HF mobile transceiver,HF 160-10m + WARC,SSB/CW/AM/FM,1992,Ultra-compact 100 W HF mobile; general-coverage RX. Optional AT-50 tuner.
Kenwood / Trio,TS-510,HF transceiver,HF 80-10m,SSB/CW/AM,1968,Early tube/hybrid SSB transceiver; separate matching AC supply. Trio-branded in Japan.
Kenwood / Trio,TS-511S,HF transceiver,HF 80-10m,SSB/CW,1970,Improved TS-510 with built-in supply; hybrid tube/solid-state.
Kenwood / Trio,TS-515 / TS-515S,HF transceiver,HF 80-10m,SSB/CW,1973,"Hybrid HF transceiver, digital-dial option; solid-state receiver front end."
Kenwood / Trio,TS-520 / TS-520D,HF transceiver,HF 80-10m,SSB/CW,1973,Classic hybrid (two 6146 finals). D was a domestic variant; very popular worldwide.
Kenwood / Trio,TS-520S,HF transceiver,HF 80-10m,SSB/CW,1976,TS-520 with 25 kHz digital counter and WWV; TS-520SE was the export/Europe version.
Kenwood / Trio,TS-530S / TS-530SP,HF transceiver,HF 160-10m + WARC,SSB/CW/FSK,1981,"Budget hybrid sibling of the TS-830S; IF shift, notch. SP was later revision."
Kenwood / Trio,TS-570D / TS-570D(G),HF transceiver,HF 160-10m + WARC,SSB/CW/AM/FM/FSK,1996,Mid-range DSP HF; built-in auto tuner. (G) revision added TX equalizer and improvements.
Kenwood / Trio,TS-570S / TS-570S(G),HF/6m transceiver,HF 160-10m + 6m,SSB/CW/AM/FM/FSK,1997,TS-570D with 50 MHz added.
Kenwood / Trio,TS-590S,HF/6m transceiver,HF 160-10m + 6m,SSB/CW/AM/FM/data,2010,Down-conversion RX with narrow roofing filters; strong close-in dynamic range for the price.
Kenwood / Trio,TS-590SG,HF/6m transceiver,HF 160-10m + 6m,SSB/CW/AM/FM/data,2014,"Refined TS-590S; wider AGC control, built-in USB, improved RX/TX DSP."
Kenwood / Trio,TS-600,6m all-mode base,6m,SSB/CW/AM/FM,1977,50 MHz all-mode base with built-in AC supply.
Kenwood / Trio,TS-60S,6m all-mode mobile,6m,SSB/CW/AM/FM,1993,Compact 50 MHz all-mode 90 W mobile; matches TS-50S styling.
Kenwood / Trio,TS-660,Multiband transceiver,21/24.5/28/50 MHz,SSB/CW/FM,1980,Four-band high-HF/6m transceiver aimed at mobile/portable use.
Kenwood / Trio,TS-670,QRP multiband transceiver,7/21/28/50 MHz,SSB/CW/FM,1985,Compact 10 W four-band QRP rig including 6m.
Kenwood / Trio,TS-680S,HF/6m transceiver,HF 160-10m + 6m,SSB/CW/AM/FM,1988,TS-140S with 50 MHz added; compact HF+6m mobile/base.
Kenwood / Trio,TS-690S,HF/6m transceiver,HF 160-10m + 6m,SSB/CW/AM/FM,1991,TS-450S with added 50 MHz; built-in auto tuner.
Kenwood / Trio,TS-700 / TS-700A,2m all-mode base,2m,SSB/CW/AM/FM,1973,"Early 144 MHz all-mode base with AC/DC operation, crystal + VFO."
Kenwood / Trio,TS-700S / TS-700SP,2m all-mode base,2m,SSB/CW/FM,1976,TS-700 with digital VFO/counter; TS-700G/GII and 700SP are later revisions.
Kenwood / Trio,TS-711A / TS-711E,2m all-mode base,2m,SSB/CW/FM,1983,"144 MHz all-mode base; digital PLL, memories, matches TS-811A."
Kenwood / Trio,TS-770 / TS-770E,2m/70cm all-mode base,2m/70cm,SSB/CW/FM,1980,Dual-band all-mode base station.
Kenwood / Trio,TS-780,2m/70cm all-mode base,2m/70cm,SSB/CW/FM,1979,Dual-band all-mode base with built-in supply.
Kenwood / Trio,TS-790A / TS-790E,2m/70cm all-mode base,2m/70cm (opt 23cm),SSB/CW/FM,1988,Dual-band all-mode base with satellite (full-duplex) mode; optional 1.2 GHz module.
Kenwood / Trio,TS-811A / TS-811E,70cm all-mode base,70cm,SSB/CW/FM,1985,430 MHz all-mode base companion to TS-711A.
Kenwood / Trio,TS-820 / TS-820S,HF transceiver,HF 160-10m,SSB/CW,1976,"Higher-end hybrid; TS-820S added built-in digital display (DG-1). RIT/XIT, IF shift."
Kenwood / Trio,TS-830S / TS-830M,HF transceiver,HF 160-10m + WARC,SSB/CW/FSK,1980,"Last of the classic hybrids; two 6146B finals, IF shift, notch, dual noise blankers. M was a memory/lower-cost variant."
Kenwood / Trio,TS-850S,HF transceiver,HF 160-10m + WARC,SSB/CW/AM/FM/FSK,1991,"Very popular DX/contest rig; optional DSP-100, dual noise blanker, IF shift."
Kenwood / Trio,TS-870S,HF transceiver,HF 160-10m + WARC,SSB/CW/AM/FM/FSK,1995,"First Kenwood with IF-stage DSP (variable filters, DSP AGC/notch/NR)."
Kenwood / Trio,TS-890S,HF/6m base transceiver,HF 160-10m + 6m,SSB/CW/AM/FM/data,2018,"Down-conversion, 7-inch TFT, 110 dB+ dynamic range, RX extended to 50 MHz continuously."
Kenwood / Trio,TS-900,HF base transceiver,HF 80-10m,SSB/CW,1973,"Deluxe hybrid base station with built-in AC supply, VOX, speech processor."
Kenwood / Trio,TS-930S,HF base transceiver,HF 160-10m + WARC,SSB/CW/AM/FM/FSK,1982,"First fully solid-state Kenwood flagship; general-coverage RX, built-in supply, optional AT."
Kenwood / Trio,TS-940S / TS-940SAT,HF base transceiver,HF 160-10m + WARC,SSB/CW/AM/FM/FSK,1985,"Flagship base; SAT had internal auto tuner, full break-in, slope tuning."
Kenwood / Trio,TS-950S / TS-950SAT,HF base transceiver,HF 160-10m + WARC,SSB/CW/AM/FM/FSK,1989,"Top-tier base; dual-scale meter, built-in AT (SAT), optional second RX."
Kenwood / Trio,TS-950SD,HF base transceiver,HF 160-10m + WARC,SSB/CW/AM/FM/FSK,1990,TS-950S with built-in DSP unit.
Kenwood / Trio,TS-950SDX,HF base transceiver,HF 160-10m + WARC,SSB/CW/AM/FM/FSK,1991,"Enhanced DSP flagship; dual receive, high-stability oscillator. Long the Kenwood contest flagship."
Kenwood / Trio,TS-990S,HF/6m base transceiver,HF 160-10m + 6m,SSB/CW/AM/FM/data,2013,"Flagship base; genuine dual receivers, dual TFT + analog meter, down-conversion main RX."
Kenwood / Trio,TS-B2000,HF/VHF/UHF all-mode transceiver,HF+6m+2m+70cm,SSB/CW/AM/FM/data,2002,Black-box (no front panel) version of TS-2000 for PC/remote control.
Kenwood / Trio,TW-4000A,2m/70cm FM mobile,2m/70cm,FM,1982,One of the first dual-band FM mobiles; full-duplex crossband.
Kenwood / Trio,TW-4100A / TW-4100E,2m/70cm FM mobile,2m/70cm,FM,1985,"Dual-band FM mobile, full-duplex, more memories than TW-4000A."
KLM Electronics,Echo 70,UHF all-mode,70cm,SSB/CW/FM,late 1970s,70cm multimode (FDK-built lineage); KLM better known for antennas but sold transceivers.
Knight-Kit,Ocean Hopper,regenerative receiver,General coverage (plug-in coils),AM/CW,1950s,Classic beginner regen receiver kit.
Knight-Kit,R-100,communications receiver,0.54-30 MHz,AM/CW,1960,Ham/SWL receiver kit.
Knight-Kit,R-100A,communications receiver,0.54-30 MHz,AM/CW,1961,Improved R-100.
Knight-Kit,R-55,communications receiver,0.54-30 MHz,AM/CW,1961,Entry-level receiver kit.
Knight-Kit,R-55A,communications receiver,0.54-30 MHz,AM/CW,1962,Improved R-55.
Knight-Kit,Span Master,regenerative receiver,540 kHz-30 MHz,AM/CW,1961,Simple regen receiver kit.
Knight-Kit,Star Roamer,communications receiver,0.54-30 MHz (+ bandspread),AM/CW,1963,Popular 4-band regenerative-BFO SWL/ham receiver kit.
Knight-Kit,T-150,HF/VHF transmitter,80-6 m,AM/CW,1963,150W transmitter kit (100W on 6m).
Knight-Kit,T-150A,HF/VHF transmitter,80-6 m,AM/CW,1964,Improved T-150.
Knight-Kit,T-50,HF transmitter,80-10 m,CW/AM,1958,"Allied Radio kit transmitter; 6AG7/807, ~50W."
Knight-Kit,T-60,HF/VHF transmitter,80-6 m,CW/AM,1962,"Very popular novice transmitter kit, ~50W CW."
Kydera,CDR-300UV,VHF/UHF mobile,2m/70cm,DMR/FM,2010s,Dual-band DMR mobile.
Lab599,Discovery TX-500,Portable HF/50MHz SDR transceiver,160-6m (RX 0.5-56 MHz),SSB/CW/AM/FM/digital,2020,"Rugged, weather-resistant 10W field transceiver, ~30mm thick; 11 discrete bandpass filters, panadapter, DSP noise reduction/auto-notch."
Lafayette,Comstat 25,VHF mobile transceiver,2 m,FM,1973,Crystal-controlled 2-meter FM mobile.
Lafayette,HA-146,VHF transceiver,2 m,AM,1968,2-meter AM transceiver.
Lafayette,HA-350,communications receiver,80-10 m,AM/SSB/CW,1964,Ham-band receiver with product detector.
Lafayette,HA-460,VHF mobile transceiver,2 m,FM,1972,2-meter FM mobile transceiver.
Lafayette,HA-500,communications receiver,3.5-30 MHz,AM/SSB/CW,1968,Solid-state ham-band receiver.
Lafayette,HA-600,communications receiver,0.55-30 MHz,AM/SSB/CW,1969,Popular general-coverage receiver (Japanese-made).
Lafayette,HA-600A,communications receiver,0.55-30 MHz,AM/SSB/CW,1971,Improved HA-600; a classic budget SWL/ham receiver.
Lafayette,HE-10,communications receiver,0.54-30 MHz,AM/CW,1959,Entry-level receiver.
Lafayette,HE-30,communications receiver,0.55-30 MHz,AM/CW,1961,Popular budget 4-band receiver.
Lafayette,HE-40,communications receiver,0.55-30 MHz,AM/CW,1963,Receiver with S-meter.
Lafayette,HE-45B,VHF transceiver,6 m,AM,1962,6-meter AM transceiver ('Sixer' style).
Lafayette,HE-80,communications receiver,0.55-30 MHz + 48-54 MHz,AM/FM/SSB/CW,1963,Deluxe receiver with 6m coverage and product detector.
Leixen,VV-898S,VHF/UHF mobile,2m/70cm,FM,2010s,Mini 25W dual-band FM mobile (USB-programmable).
M0NKA (open-source) / Chinese-built,mcHF (as Chinese-built units),"HF transceiver (SDR, QRP)",HF 0.5-30 MHz,SSB/CW/AM/FM,2014,Open-source UK design frequently sold as fully-assembled Chinese units; the basis for the RS-918/RS-928 clones.
Magnum,1012,"HF 10m/12m transceiver (handheld, export)",10m + 12m / export 25.165-29.655,SSB/AM/FM,2000s,"Handheld all-mode 10/12m export radio; 6-digit display, RF/mic gain, squelch."
Magnum,257,"HF 10m transceiver (mobile, export)",10m / export,SSB/AM/FM/PA,2000s,All-mode 10m export mobile.
Magnum,357 / 357DX,"HF 10m transceiver (mobile, export)",10m / export,SSB/AM/FM/PA,2000s,All-mode 10m export mobile; higher-power DX variant.
Magnum,Alpha Force,"HF 10m transceiver (mobile, export)",10m / export,SSB/AM/FM/PA,2010s,All-mode export mobile in the Magnum 'Force' series.
Magnum,Delta Force,"HF 10m transceiver (mobile, export)",10m / export,SSB/CW/AM/FM/PA,2010s,"Multiband all-mode export mobile; band/mode buttons, 5 memory buttons store freq+mode."
Magnum,Omega Force,"HF 10m transceiver (mobile, export)",10m / export,SSB/AM/FM/PA,2010s,"All-mode export mobile, Magnum Force lineup."
Magnum,Raptor,"HF 10m transceiver (mobile, export)",10m / export,SSB/AM/FM/PA,2010s,"Multimode export mobile; amateur 28 MHz use, note export origin."
Magnum,S-9,"HF 10m transceiver (mobile, export)",10m / export 26-30,SSB/AM/FM/PA,2000s,"Multimode 10m 'export' mobile; amateur 28 MHz use, note export origin."
Malahit Team (Russia) / Chinese clones,Malahit DSP+,Communications receiver (SDR),50 kHz-2 GHz,AM/SSB/CW/NFM/WFM,2021,Interim 'DSP+' variant of the original DSP1.
